Rk,Player,Nation,Position,Team,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Minutes,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
144,Patrick Dorgu,dk DEN,DF,Manchester Utd,20-188,2004,8,7,585,6.5,0,0,0,0,0,0,3,1,0.4,0.4,0.4,0.8,25,21,53,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches,585,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,2,22.2,1.38,0.31,0.00,0.00,16.2,0,0.04,-0.4,-0.4,261,328,79.6,3523,846,171,193,88.6,74,101,73.3,6,16,37.5,1.0,-0.4,7,15,6,2,13,2.00,12,0,0,1,0,1,0.15,0,0,0,0,1,0,410,13,117,135,160,23,410,3,33.3,3,33.3,231,4,10,8,260,0,13,3,28,4,17,0,0,0,26,11,5,68.8
116,Patson Daka,zm ZAM,"FW,MF",Leicester City,26-205,1998,20,5,647,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,9,8,33,0.14,0.00,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches,647,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,4,26.7,2.09,0.56,0.07,0.25,14.8,0,0.08,-0.3,-0.3,100,139,71.9,1396,254,61,76,80.3,31,43,72.1,3,3,100.0,0.1,-0.1,1,6,1,0,10,1.39,7,0,2,0,0,1,0.14,0,0,1,0,0,0,234,8,38,108,92,27,234,2,13.3,10,66.7,132,4,18,10,156,0,11,3,3,1,9,0,0,0,17,10,27,27.0
510,Pau Torres,es ESP,DF,Aston Villa,28-106,1997,20,20,1729,19.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,33,74,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,1729,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,2,25.0,0.42,0.10,0.00,0.00,11.7,0,0.06,-0.5,-0.5,1032,1169,88.3,17916,6794,447,472,94.7,509,547,93.1,64,125,51.2,0.4,-0.1,2,93,7,0,12,0.62,9,0,0,0,0,2,0.10,1,0,0,1,0,0,1293,209,626,595,78,15,1293,15,88.2,2,11.8,803,0,3,3,923,0,6,0,1,9,14,0,0,0,53,16,22,42.1
393,Paul Onuachu,ng NGA,FW,Southampton,30-339,1994,23,11,984,10.9,4,1,5,4,0,0,4,0,3.3,3.3,0.5,3.8,7,12,39,0.37,0.09,0.46,0.37,0.46,0.30,0.04,0.35,0.30,0.35,Matches,984,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32,14,43.8,2.93,1.28,0.13,0.29,10.4,0,0.10,+0.7,+0.7,151,246,61.4,2135,343,83,130,63.8,38,62,61.3,12,19,63.2,0.3,+0.5,8,13,2,0,9,0.82,8,0,0,0,0,1,0.09,1,0,0,0,0,0,410,15,41,220,152,60,410,7,28.0,14,56.0,198,2,46,33,336,0,26,9,0,1,2,0,0,0,17,88,54,62.0
375,Pedro Neto,pt POR,FW,Chelsea,25-054,2000,31,20,1923,21.4,4,4,8,4,0,0,8,0,2.8,2.8,5.4,8.2,110,56,220,0.19,0.19,0.37,0.19,0.37,0.13,0.25,0.38,0.13,0.38,Matches,1923,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,51,16,31.4,2.39,0.75,0.08,0.25,18.9,0,0.05,+1.2,+1.2,618,787,78.5,10072,2121,309,333,92.8,230,283,81.3,55,115,47.8,4.2,-1.4,42,28,33,21,83,3.88,61,8,5,4,0,7,0.33,4,1,2,0,0,0,1008,11,87,295,642,102,1008,29,31.9,40,44.0,655,38,39,24,734,0,18,3,131,8,9,0,0,0,70,10,26,27.8
416,Pedro Porro,es ESP,DF,Tottenham,25-231,1999,31,26,2463,27.4,2,6,8,2,0,0,4,0,1.5,1.5,4.0,5.5,63,147,106,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.20,0.06,0.20,Matches,2463,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,37,8,21.6,1.35,0.29,0.05,0.25,23.1,3,0.04,+0.5,+0.5,1324,1802,73.5,23083,9131,651,744,87.5,512,646,79.3,133,301,44.2,4.3,+2.0,54,120,55,26,104,3.80,69,22,3,4,1,8,0.29,4,3,1,0,0,0,2131,124,623,772,749,30,2131,13,33.3,24,61.5,1132,5,23,17,1229,0,24,1,191,34,46,0,0,0,148,11,22,33.3
168,Pervis Estupiñán,ec ECU,DF,Brighton,27-101,1998,27,23,2132,23.7,1,1,2,1,0,0,5,0,0.9,0.9,2.1,3.0,55,115,104,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches,2132,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,7,31.8,0.93,0.30,0.05,0.14,25.1,3,0.04,+0.1,+0.1,1205,1446,83.3,18325,5591,714,764,93.5,396,476,83.2,71,142,50.0,2.3,-1.1,24,94,31,18,50,2.11,33,13,0,2,0,4,0.17,3,0,0,0,1,0,1702,68,424,843,452,29,1702,15,51.7,13,44.8,914,9,30,25,1035,0,33,3,111,30,36,0,0,0,135,41,26,61.2
183,Phil Foden,eng ENG,"MF,FW",Manchester City,24-339,2000,25,19,1686,18.7,7,2,9,7,0,0,2,0,5.1,5.1,4.7,9.8,47,95,119,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches,1686,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,52,16,30.8,2.78,0.85,0.13,0.44,18.5,2,0.10,+1.9,+1.9,742,883,84.0,11563,2445,443,489,90.6,224,251,89.2,62,104,59.6,5.1,-2.7,42,40,35,5,84,4.48,56,18,2,3,0,9,0.48,5,1,0,3,0,0,1074,13,81,374,628,79,1074,13,33.3,21,53.8,676,15,35,30,840,0,5,3,73,9,5,0,0,0,58,3,8,27.3
58,Philip Billing,dk DEN,MF,Bournemouth,28-325,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.54,0.82,0.28,0.82,Matches,184,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,2.45,0.49,0.00,0.00,17.9,0,0.11,-0.6,-0.6,70,102,68.6,1023,400,43,51,84.3,19,27,70.4,4,15,26.7,1.0,-1.1,9,9,7,2,16,7.83,13,0,0,0,2,0,0.00,0,0,0,0,0,0,148,5,20,72,57,12,148,1,33.3,0,0.0,58,1,7,4,75,0,3,0,10,5,5,0,0,0,14,6,4,60.0
150,Radu Drăgușin,ro ROU,DF,Tottenham,23-088,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,1252,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,0.36,0.07,0.00,0.00,12.7,0,0.02,-0.1,-0.1,716,840,85.2,13638,5250,223,245,91.0,437,470,93.0,47,107,43.9,0.2,-0.4,4,52,2,1,8,0.58,8,0,0,0,0,1,0.07,1,0,0,0,0,0,961,148,510,430,30,12,961,0,0.0,0,0.0,623,0,8,2,669,0,6,0,1,15,6,0,0,0,48,33,22,60.0
484,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-145,1994,15,6,432,4.8,0,2,2,0,0,0,1,0,1.3,1.3,0.5,1.8,25,17,71,0.00,0.42,0.42,0.00,0.42,0.27,0.10,0.37,0.27,0.37,Matches,432,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,0,0.0,2.08,0.00,0.00,N/a,15.0,2,0.13,-1.3,-1.3,138,179,77.1,1762,352,91,105,86.7,38,51,74.5,2,3,66.7,0.5,+1.5,8,4,9,2,18,3.75,14,0,2,0,0,3,0.62,3,0,0,0,0,0,241,2,8,51,185,35,241,9,39.1,8,34.8,172,15,11,14,183,0,12,4,14,1,4,0,0,0,13,1,3,25.0
477,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-244,1999,18,1,270,3.0,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,5,15,0.33,0.00,0.33,0.33,0.33,0.33,0.16,0.50,0.33,0.50,Matches,270,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,5,45.5,3.67,1.67,0.09,0.20,18.6,0,0.09,0.0,0.0,63,93,67.7,976,273,31,45,68.9,23,34,67.6,5,7,71.4,0.4,-0.5,8,2,5,3,14,4.63,11,0,2,0,0,0,0.00,0,0,0,0,0,0,142,5,33,43,72,15,142,8,72.7,3,27.3,70,5,6,5,76,0,6,3,8,3,3,0,0,0,21,4,7,36.4
244,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-087,2003,29,20,1744,19.4,4,0,4,4,0,0,2,0,3.8,3.8,1.3,5.1,26,16,83,0.21,0.00,0.21,0.21,0.21,0.20,0.06,0.26,0.20,0.26,Matches,1744,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,10,40.0,1.29,0.52,0.16,0.40,12.8,0,0.15,+0.2,+0.2,224,292,76.7,2426,446,160,193,82.9,38,53,71.7,4,5,80.0,0.8,-1.3,14,12,5,1,30,1.55,20,0,3,3,0,1,0.05,0,0,0,0,1,0,447,6,31,223,201,58,447,9,31.0,18,62.1,275,16,57,27,352,0,15,11,6,1,1,1,0,0,30,23,82,21.9
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23-330,2001,33,33,2775,30.8,4,7,11,4,0,0,7,1,2.4,2.4,4.7,7.1,74,96,156,0.13,0.23,0.36,0.13,0.36,0.08,0.15,0.23,0.08,0.23,Matches,2775,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32,8,25.0,1.04,0.26,0.13,0.50,15.1,0,0.08,+1.6,+1.6,1280,1527,83.8,17642,5293,789,846,93.3,387,448,86.4,44,107,41.1,3.5,+2.3,36,66,27,9,75,2.43,46,13,7,3,1,12,0.39,10,1,0,0,0,1,1898,85,519,810,592,82,1898,54,48.2,44,39.3,980,23,40,41,1155,1,28,5,83,22,51,0,0,0,131,20,28,41.7
258,Raúl Jiménez,mx MEX,FW,Fulham,33-362,1991,34,26,2134,23.7,10,3,13,7,3,3,4,0,11.2,8.8,2.9,11.7,32,55,117,0.42,0.13,0.55,0.30,0.42,0.47,0.12,0.59,0.37,0.49,Matches,2134,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,83,27,32.5,3.50,1.14,0.08,0.26,14.3,0,0.11,-1.2,-1.8,409,573,71.4,6193,1402,237,292,81.2,123,165,74.5,30,49,61.2,1.9,+0.1,17,34,10,3,54,2.28,37,1,2,4,1,6,0.25,3,0,0,1,1,1,884,30,106,377,414,148,881,18,40.0,24,53.3,496,17,61,41,652,0,35,14,20,9,18,1,0,0,70,72,83,46.5
252,Reece James,eng ENG,"DF,MF",Chelsea,25-145,1999,15,10,835,9.3,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,51,9,0.11,0.00,0.11,0.11,0.11,0.03,0.06,0.09,0.03,0.09,Matches,835,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,3,37.5,0.86,0.32,0.13,0.33,23.2,2,0.03,+0.7,+0.7,572,677,84.5,10299,3532,263,279,94.3,249,280,88.9,51,99,51.5,0.9,-0.5,10,72,5,1,15,1.62,9,5,0,0,0,1,0.11,0,0,0,1,0,0,759,32,213,423,128,4,759,6,37.5,6,37.5,397,0,6,5,480,0,6,0,38,12,9,0,0,0,53,21,6,77.8
373,Reiss Nelson,eng ENG,FW,Fulham,25-143,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches,487,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0.09,-0.1,-0.1,232,268,86.6,3429,761,136,147,92.5,77,91,84.6,12,19,63.2,1.0,0.0,13,7,15,3,31,5.73,21,2,3,0,1,1,0.18,1,0,0,0,0,0,347,5,30,110,212,35,347,13,37.1,13,37.1,259,21,14,8,274,0,6,1,23,5,6,0,0,0,29,0,4,0.0
526,Renato Veiga,pt POR,"DF,MF",Chelsea,21-277,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,181,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0.05,-0.1,-0.1,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0.2,0.0,0,6,1,0,1,0.49,0,0,0,0,0,0,0.00,0,0,0,0,0,0,167,2,61,82,27,3,167,3,60.0,2,40.0,85,1,1,0,110,0,6,1,0,1,6,0,0,0,9,3,3,50.0
407,Ricardo Pereira,pt POR,DF,Leicester City,31-208,1993,8,4,342,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,14,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,342,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,1,50.0,0.53,0.26,0.00,0.00,17.0,0,0.05,-0.1,-0.1,178,216,82.4,2899,821,85,98,86.7,77,92,83.7,12,14,85.7,0.1,0.0,0,18,0,0,3,0.79,3,0,0,0,0,0,0.00,0,0,0,0,0,0,255,14,78,141,37,5,255,5,62.5,2,25.0,132,2,2,0,143,0,4,0,3,2,6,0,0,0,16,4,2,66.7
82,Riccardo Calafiori,it ITA,DF,Arsenal,22-348,2002,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.10,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches,925,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,6,60.0,0.97,0.58,0.20,0.33,14.1,0,0.09,+1.1,+1.1,449,526,85.4,6549,1644,272,297,91.6,150,175,85.7,19,28,67.9,0.7,+0.7,6,40,9,1,13,1.26,11,0,1,0,0,2,0.19,2,0,0,0,0,0,628,30,161,249,222,29,628,9,69.2,3,23.1,291,3,11,5,377,0,16,3,11,9,18,0,0,0,30,22,13,62.9
431,Richarlison,br BRA,FW,Tottenham,27-357,1997,12,3,408,4.5,4,1,5,4,0,0,2,0,3.6,3.6,0.9,4.5,8,10,19,0.88,0.22,1.10,0.88,1.10,0.78,0.20,0.98,0.78,0.98,Matches,408,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,7,46.7,3.31,1.54,0.27,0.57,8.4,0,0.24,+0.4,+0.4,56,86,65.1,869,272,29,38,76.3,17,29,58.6,6,8,75.0,0.6,+0.1,4,7,4,2,8,1.76,5,0,0,1,0,1,0.22,1,0,0,0,0,0,144,8,19,68,58,26,144,1,7.7,11,84.6,72,3,7,7,101,0,6,1,7,0,3,0,0,0,8,8,17,32.0
300,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-162,2004,26,20,1810,20.1,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,103,68,0.05,0.10,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches,1810,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,2,20.0,0.50,0.10,0.10,0.50,15.8,0,0.14,-0.4,-0.4,1139,1238,92.0,16444,3120,678,715,94.8,419,445,94.2,28,41,68.3,0.9,+1.7,7,92,13,0,31,1.54,30,0,0,1,0,3,0.15,3,0,0,0,0,0,1399,51,286,702,426,42,1399,9,42.9,11,52.4,815,8,19,19,1002,1,10,0,3,13,19,0,0,0,93,5,13,27.8
445,Robert Sánchez,es ESP,GK,Chelsea,27-165,1997,28,28,2520,28.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2520,31,1.11,116,84,76.7,14,9,5,8,28.6,4,1,0,20.0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,790,1096,72.1,18908,12552,190,191,99.5,418,434,96.3,179,460,38.9,0.0,-0.1,2,24,1,0,7,0.25,6,1,0,0,0,2,0.07,1,1,0,0,0,0,1163,856,1152,11,0,0,1163,0,N/a,0,N/a,777,0,0,0,724,0,2,0,0,2,0,0,2,0,41,8,0,100.0
390,Robin Olsen,se SWE,GK,Aston Villa,35-114,1990,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,180,4,2.00,9,5,55.6,1,0,0,1,100.0,0,0,0,N/a,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,54,76,71.1,1466,983,10,10,100.0,31,31,100.0,13,35,37.1,0.0,0.0,0,2,0,0,2,1.00,0,2,0,0,0,1,0.50,0,1,0,0,0,0,83,73,82,1,0,0,83,0,N/a,0,N/a,44,0,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,N/a
202,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-299,2003,21,6,647,7.2,2,0,2,2,0,0,0,0,0.6,0.6,0.9,1.5,22,24,64,0.28,0.00,0.28,0.28,0.28,0.08,0.13,0.21,0.08,0.21,Matches,647,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,3,50.0,0.83,0.42,0.33,0.67,17.3,0,0.09,+1.4,+1.4,166,249,66.7,2438,868,96,123,78.0,59,85,69.4,6,23,26.1,0.7,-0.9,12,10,12,4,21,2.93,18,0,2,0,0,0,0.00,0,0,0,0,0,0,337,22,81,115,148,26,337,5,35.7,6,42.9,173,7,15,7,197,0,2,0,19,5,12,0,0,0,24,6,15,28.6
52,Rodrigo Bentancur,uy URU,MF,Tottenham,27-311,1997,23,19,1518,16.9,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,26,99,34,0.12,0.00,0.12,0.12,0.12,0.08,0.03,0.10,0.08,0.10,Matches,1518,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,5,22.7,1.30,0.30,0.09,0.40,17.4,0,0.06,+0.7,+0.7,916,1040,88.1,14862,3593,439,482,91.1,407,439,92.7,46,61,75.4,1.0,-0.4,10,107,12,2,45,2.67,36,0,1,1,2,3,0.18,3,0,0,0,0,0,1252,70,299,747,215,24,1252,8,44.4,8,44.4,739,5,18,19,826,0,31,1,4,36,20,0,0,0,111,35,27,56.5
363,Rodrigo Muniz,br BRA,FW,Fulham,23-363,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches,964,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0.15,+2.2,+2.2,92,142,64.8,1540,528,46,68,67.6,31,45,68.9,11,13,84.6,0.2,+0.3,7,13,3,0,17,1.59,10,0,2,2,1,2,0.19,1,0,1,0,0,0,311,14,27,161,127,55,311,6,33.3,9,50.0,157,3,47,24,237,0,11,3,1,5,5,0,0,0,14,67,63,51.5
296,Roméo Lavia,be BEL,MF,Chelsea,21-116,2004,12,9,607,6.7,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,23,6,0.00,0.15,0.15,0.00,0.15,0.03,0.11,0.14,0.03,0.14,Matches,607,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.15,0.00,0.00,N/a,16.0,0,0.18,-0.2,-0.2,302,332,91.0,5086,1375,141,156,90.4,141,149,94.6,16,20,80.0,0.3,+0.3,7,39,3,0,13,1.93,12,0,0,0,1,2,0.30,2,0,0,0,0,0,387,13,91,242,58,1,387,8,61.5,5,38.5,230,0,1,7,277,0,12,0,0,13,11,0,1,0,30,10,2,83.3
45,Ross Barkley,eng ENG,MF,Aston Villa,31-148,1993,17,3,563,6.3,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,33,9,0.48,0.16,0.64,0.48,0.64,0.27,0.10,0.37,0.27,0.37,Matches,563,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,5,33.3,2.40,0.80,0.20,0.60,14.0,0,0.11,+1.3,+1.3,322,374,86.1,5027,1179,167,189,88.4,136,148,91.9,13,19,68.4,0.4,+0.4,9,29,6,0,17,2.72,14,1,2,0,0,3,0.48,3,0,0,0,0,0,438,16,69,260,115,18,438,8,80.0,2,20.0,259,2,6,8,308,0,8,0,1,10,3,0,0,0,40,6,4,60.0
485,Ross Stewart,sct SCO,FW,Southampton,28-295,1996,8,2,241,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,1,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,241,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,1.12,0.00,0.00,N/a,12.4,0,0.07,-0.2,-0.2,47,62,75.8,667,64,23,29,79.3,21,24,87.5,0,1,0.0,0.0,0.0,0,1,1,0,2,0.75,1,0,0,0,0,0,0.00,0,0,0,0,0,0,90,7,21,35,34,5,90,1,50.0,1,50.0,46,1,5,7,67,0,6,1,0,0,2,0,0,0,2,7,13,35.0
323,Ryan Manning,ie IRL,"DF,MF",Southampton,28-322,1996,22,17,1369,15.2,0,1,1,0,0,0,2,0,0.3,0.3,3.0,3.4,13,32,70,0.00,0.07,0.07,0.00,0.07,0.02,0.20,0.22,0.02,0.22,Matches,1369,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,1,14.3,0.46,0.07,0.00,0.00,20.8,1,0.05,-0.3,-0.3,572,732,78.1,9545,3022,292,316,92.4,217,267,81.3,49,109,45.0,2.7,-2.0,30,26,11,8,45,2.96,23,19,0,1,1,3,0.20,0,2,0,0,1,0,884,67,237,360,296,21,884,11,33.3,14,42.4,446,4,17,5,528,0,19,0,77,16,17,0,0,0,62,13,5,72.2
462,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-349,2000,12,5,414,4.6,4,2,6,4,0,0,0,0,1.6,1.6,0.9,2.5,12,14,47,0.87,0.43,1.30,0.87,1.30,0.34,0.19,0.54,0.34,0.54,Matches,414,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,7,53.8,2.83,1.52,0.31,0.57,12.6,0,0.12,+2.4,+2.4,108,145,74.5,1543,425,71,84,84.5,28,41,68.3,5,9,55.6,0.7,+1.1,9,7,3,1,15,3.25,12,0,0,1,0,3,0.65,3,0,0,0,0,0,230,10,51,79,105,35,230,5,35.7,7,50.0,116,8,13,6,134,0,14,1,13,2,10,0,0,0,20,7,9,43.8
561,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-162,1997,31,18,1859,20.7,2,1,3,2,0,0,9,0,2.3,2.3,1.1,3.4,17,47,14,0.10,0.05,0.15,0.10,0.15,0.11,0.06,0.17,0.11,0.17,Matches,1859,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32,9,28.1,1.55,0.44,0.06,0.22,19.3,0,0.07,-0.3,-0.3,588,720,81.7,8670,1865,311,354,87.9,211,246,85.8,30,53,56.6,0.5,-0.1,17,46,4,0,36,1.74,25,0,1,2,2,3,0.15,2,0,0,1,0,0,993,75,263,484,256,40,993,9,50.0,5,27.8,407,1,23,18,523,0,51,6,5,26,21,0,0,0,93,43,30,58.9
208,Ryan Gravenberch,nl NED,MF,Liverpool,22-351,2002,34,34,2921,32.5,0,4,4,0,0,0,5,0,1.0,1.0,2.9,3.9,65,168,54,0.00,0.12,0.12,0.00,0.12,0.03,0.09,0.12,0.03,0.12,Matches,2921,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,5,27.8,0.55,0.15,0.00,0.00,24.7,0,0.06,-1.0,-1.0,1595,1795,88.9,23774,5935,873,944,92.5,609,664,91.7,59,97,60.8,3.3,+1.1,25,140,32,1,65,2.00,57,0,5,0,1,6,0.18,6,0,0,0,0,0,2176,104,446,1274,485,23,2176,36,48.0,28,37.3,1286,9,48,21,1548,0,42,0,6,57,34,0,0,0,182,26,14,65.0
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-067,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,306,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0.03,0.0,0.0,77,103,74.8,1121,208,43,46,93.5,28,40,70.0,3,10,30.0,0.1,-0.1,2,3,1,0,5,1.47,5,0,0,0,0,0,0.00,0,0,0,0,0,0,131,12,45,50,37,3,131,2,66.7,1,33.3,74,2,4,2,94,0,1,1,12,1,2,0,1,0,10,2,3,40.0
